Date,Price,Ticker
29/09/2021,3301.12,AMZN
30/09/2021,3285.04,AMZN
01/10/2021,3283.26,AMZN
04/10/2021,3189.78,AMZN
05/10/2021,3221,AMZN
06/10/2021,3262.01,AMZN
07/10/2021,3302.43,AMZN
08/10/2021,3288.62,AMZN
11/10/2021,3246.3,AMZN
12/10/2021,3247.33,AMZN
13/10/2021,3284.28,AMZN
14/10/2021,3299.86,AMZN
15/10/2021,3409.02,AMZN
18/10/2021,3446.74,AMZN
19/10/2021,3444.15,AMZN
20/10/2021,3415.06,AMZN
21/10/2021,3435.01,AMZN
22/10/2021,3335.55,AMZN
25/10/2021,3320.37,AMZN
26/10/2021,3376.07,AMZN
27/10/2021,3392.49,AMZN
28/10/2021,3446.57,AMZN
29/10/2021,3372.43,AMZN
01/11/2021,3318.11,AMZN
02/11/2021,3312.75,AMZN
03/11/2021,3384,AMZN
04/11/2021,3477,AMZN
05/11/2021,3518.99,AMZN
08/11/2021,3488.98,AMZN
09/11/2021,3576.23,AMZN
10/11/2021,3482.05,AMZN
11/11/2021,3472.5,AMZN
12/11/2021,3525.15,AMZN
15/11/2021,3545.68,AMZN
16/11/2021,3540.7,AMZN
17/11/2021,3549,AMZN
18/11/2021,3696.06,AMZN
19/11/2021,3676.57,AMZN
22/11/2021,3572.57,AMZN
23/11/2021,3580.04,AMZN
24/11/2021,3580.41,AMZN
26/11/2021,3504.56,AMZN
29/11/2021,3561.57,AMZN
30/11/2021,3507.07,AMZN
01/12/2021,3443.72,AMZN
02/12/2021,3437.36,AMZN
03/12/2021,3389.79,AMZN
06/12/2021,3427.37,AMZN
07/12/2021,3523.29,AMZN
08/12/2021,3523.16,AMZN
09/12/2021,3483.42,AMZN
10/12/2021,3444.24,AMZN
13/12/2021,3391.35,AMZN
14/12/2021,3381.83,AMZN
15/12/2021,3370,AMZN
