portfolio,date,mv,returns
uKEquity,02/06/2014,1063435.89,-0.00511123
uKEquity,03/06/2014,1057040.22,-0.006014157
uKEquity,04/06/2014,1050904,-0.005805096
uKEquity,05/06/2014,1041820.55,-0.008643463
uKEquity,06/06/2014,1030123.67,-0.011227346
uKEquity,07/06/2014,1018553.04,-0.011232273
uKEquity,08/06/2014,1007379.74,-0.010969777
uKEquity,09/06/2014,998719.3397,-0.008596957
uKEquity,10/06/2014,995684.3398,-0.003038892
uKEquity,11/06/2014,999690.2997,0.004023323
uKEquity,12/06/2014,1004377.39,0.004688542
uKEquity,13/06/2014,1010178.83,0.005776156
uKEquity,14/06/2014,1017095.12,0.0068466
uKEquity,15/06/2014,1022476.68,0.005291108
uKEquity,16/06/2014,1024980.99,0.002449259
uKEquity,17/06/2014,1033091.56,0.007912898
uKEquity,18/06/2014,1039578.9,0.00627954
uKEquity,19/06/2014,1045797.86,0.005982191
uKEquity,20/06/2014,1050459.89,0.004457869
uKEquity,21/06/2014,1052102.41,0.00156362
uKEquity,22/06/2014,1054644.67,0.002416362
uKEquity,23/06/2014,1055962.26,0.001249321
uKEquity,24/06/2014,1056233.73,0.000257083
uKEquity,25/06/2014,1057540.99,0.001237662
uKEquity,26/06/2014,1060141.72,0.002459224
uKEquity,27/06/2014,1061915.69,0.001673333
uKEquity,28/06/2014,1067028.84,0.004815024
uKEquity,29/06/2014,1068598.06,0.001470644
uKEquity,30/06/2014,1074056.65,0.005108179
uKEquity,01/07/2014,1082084.58,0.007474401
uKEquity,02/07/2014,1085481.42,0.003139163
uKEquity,03/07/2014,1090574.89,0.00469236
uKEquity,04/07/2014,1098832.08,0.00757141
uKEquity,05/07/2014,1100039.54,0.001098858
uKEquity,06/07/2014,1097297.11,-0.002493029
uKEquity,07/07/2014,1096990.08,-0.000279806
uKEquity,08/07/2014,1098514.63,0.001389757
uKEquity,09/07/2014,1095934.04,-0.002349163
uKEquity,10/07/2014,1098453.879,0.002299262
uKEquity,11/07/2014,1102105.02,0.00332389
uKEquity,12/07/2014,1103547.92,0.001309222
uKEquity,13/07/2014,1100723.06,-0.002559798
uKEquity,14/07/2014,1103716.92,0.002719903
uKEquity,15/07/2014,1105074.39,0.001229908
uKEquity,16/07/2014,1105418.01,0.000310947
uKEquity,17/07/2014,1105778.25,0.000325886
uKEquity,18/07/2014,1106722.31,0.000853752
uKEquity,19/07/2014,1107259.38,0.00048528
uKEquity,20/07/2014,1107483.49,0.000202401
uKEquity,21/07/2014,1112964.49,0.004949058
uKEquity,22/07/2014,1118887.01,0.005321392
uKEquity,23/07/2014,1126788.39,0.007061821
uKEquity,24/07/2014,1132692.09,0.005239404
uKEquity,25/07/2014,1136781.12,0.00361001
uKEquity,26/07/2014,1133370.09,-0.003000604
uKEquity,27/07/2014,1131542.87,-0.001612201
uKEquity,28/07/2014,1128538.941,-0.00265472
uKEquity,29/07/2014,1123627.05,-0.004352433
uKEquity,30/07/2014,1121056.41,-0.002287805
uKEquity,31/07/2014,1124913.68,0.003440746
uKEquity,01/08/2014,1128316.16,0.003024659
uKEquity,02/08/2014,1134369.23,0.005364693
uKEquity,03/08/2014,1137848.93,0.00306752
uKEquity,04/08/2014,1137543.11,-0.00026877
uKEquity,05/08/2014,1139186.511,0.001444693
uKEquity,06/08/2014,1137215.41,-0.00173027
uKEquity,07/08/2014,1132319.07,-0.004305552
uKEquity,08/08/2014,1133550.08,0.001087158
uKEquity,09/08/2014,1139478.13,0.005229632
uKEquity,10/08/2014,1140951,0.001292583
uKEquity,11/08/2014,1142602.49,0.001447468
uKEquity,12/08/2014,1145130.73,0.002212703
uKEquity,13/08/2014,1140928.8,-0.003669389
uKEquity,14/08/2014,1134506.71,-0.005628826
uKEquity,15/08/2014,1129662.96,-0.004269477
uKEquity,16/08/2014,1131154.97,0.001320757
uKEquity,17/08/2014,1128947.26,-0.001951731
uKEquity,18/08/2014,1133394.3,0.003939103
uKEquity,19/08/2014,1137093.891,0.003264169
uKEquity,20/08/2014,1143301.82,0.00545947
uKEquity,21/08/2014,1148261.2,0.00433777
uKEquity,22/08/2014,1151423.01,0.002753563
uKEquity,23/08/2014,1153212.08,0.00155379
uKEquity,24/08/2014,1153245.523,2.90E-05
uKEquity,25/08/2014,1145590.44,-0.006637901
uKEquity,26/08/2014,1138585.87,-0.006114375
uKEquity,27/08/2014,1139726.169,0.001001505
uKEquity,28/08/2014,1143256.069,0.003097147
uKEquity,29/08/2014,1153485.41,0.008947549
uKEquity,30/08/2014,1165564.49,0.01047181
uKEquity,31/08/2014,1177436.57,0.010185691
uKEquity,01/09/2014,1189711.9,0.01042547
uKEquity,02/09/2014,1198950.179,0.00776514
uKEquity,03/09/2014,1203227.5,0.003567554
uKEquity,04/09/2014,1205145.35,0.001593921
uKEquity,05/09/2014,1204425.77,-0.00059709
uKEquity,06/09/2014,1200843.63,-0.002974148
uKEquity,07/09/2014,1198485.89,-0.001963403
uKEquity,08/09/2014,1198567.387,6.80E-05
uKEquity,09/09/2014,1201513.06,0.002457701
uKEquity,10/09/2014,1204660.04,0.002619181
uKEquity,11/09/2014,1210633.42,0.004958561
uKEquity,12/09/2014,1213701.691,0.002534434
uKEquity,13/09/2014,1216670.09,0.002445741
uKEquity,14/09/2014,1225998.74,0.007667362
uKEquity,15/09/2014,1237602.6,0.009464822
uKEquity,16/09/2014,1244475.1,0.005553075
uKEquity,17/09/2014,1252358.629,0.006334823
uKEquity,18/09/2014,1261928.84,0.007641749
uKEquity,19/09/2014,1264957.06,0.002399676
uKEquity,20/09/2014,1267714.281,0.002179695
uKEquity,21/09/2014,1267754.467,3.17E-05
uKEquity,22/09/2014,1264179.36,-0.002819986
uKEquity,23/09/2014,1257542.069,-0.005250276
uKEquity,24/09/2014,1257251.411,-0.000231133
uKEquity,25/09/2014,1258997.3,0.001388656
uKEquity,26/09/2014,1267340.97,0.006627234
uKEquity,27/09/2014,1275046.38,0.006079982
uKEquity,28/09/2014,1282486.14,0.005834894
uKEquity,29/09/2014,1285879.23,0.002645713
uKEquity,30/09/2014,1288497.1,0.00203586
uKEquity,01/10/2014,1285901.72,-0.002014269
uKEquity,02/10/2014,1285086.03,-0.000634333
uKEquity,03/10/2014,1286818.17,0.001347879
uKEquity,04/10/2014,1288550.64,0.001346321
uKEquity,05/10/2014,1288414.07,-0.000105987
uKEquity,06/10/2014,1287290.959,-0.0008717
uKEquity,07/10/2014,1287910.85,0.000481546
uKEquity,08/10/2014,1291783.55,0.003006963
uKEquity,09/10/2014,1291931.98,0.000114903
uKEquity,10/10/2014,1289891.92,-0.001579077
uKEquity,11/10/2014,1286601.86,-0.002550648
uKEquity,12/10/2014,1280350.03,-0.00485918
uKEquity,13/10/2014,1267931.86,-0.009699043
uKEquity,14/10/2014,1262001.01,-0.004677578
uKEquity,15/10/2014,1259892.261,-0.001670957
uKEquity,16/10/2014,1257003.74,-0.002292672
uKEquity,17/10/2014,1255328.5,-0.001332725
uKEquity,18/10/2014,1256896.01,0.001248685
uKEquity,19/10/2014,1250674.95,-0.004949542
uKEquity,20/10/2014,1245686.51,-0.003988598
uKEquity,21/10/2014,1247062.56,0.001104652
uKEquity,22/10/2014,1247240.51,0.000142695
uKEquity,23/10/2014,1245815.61,-0.001142442
uKEquity,24/10/2014,1246383.45,0.000455798
uKEquity,25/10/2014,1246016.04,-0.000294781
uKEquity,26/10/2014,1243952.97,-0.001655733
uKEquity,27/10/2014,1244629.86,0.000544144
uKEquity,28/10/2014,1247774.12,0.002526261
uKEquity,29/10/2014,1254572.08,0.005448069
uKEquity,30/10/2014,1262187.26,0.006069942
uKEquity,31/10/2014,1264569.93,0.001887731
uKEquity,01/11/2014,1262559.49,-0.001589821
uKEquity,02/11/2014,1258875.05,-0.002918231
uKEquity,03/11/2014,1252344.261,-0.005187798
uKEquity,04/11/2014,1239127.68,-0.010553472
uKEquity,05/11/2014,1234729.71,-0.003549247
uKEquity,06/11/2014,1233999.78,-0.000591166
uKEquity,07/11/2014,1228550.03,-0.00441633
uKEquity,08/11/2014,1228285.29,-0.00021549
uKEquity,09/11/2014,1227283.55,-0.00081556
uKEquity,10/11/2014,1219474.79,-0.006362637
uKEquity,11/11/2014,1216097.509,-0.002769455
uKEquity,12/11/2014,1219093.37,0.002463503
uKEquity,13/11/2014,1216181.3,-0.002388718
uKEquity,14/11/2014,1215042.43,-0.000936431
uKEquity,15/11/2014,1219855.49,0.003961228
uKEquity,16/11/2014,1221064.04,0.000990732
uKEquity,17/11/2014,1216901.97,-0.00340856
uKEquity,18/11/2014,1210949.27,-0.004891684
uKEquity,19/11/2014,1207698.97,-0.002684093
uKEquity,20/11/2014,1202890.05,-0.003981886
uKEquity,21/11/2014,1195947.69,-0.0057714
uKEquity,22/11/2014,1194568.5,-0.001153219
uKEquity,23/11/2014,1192786.77,-0.001491526
uKEquity,24/11/2014,1188158.091,-0.003880559
uKEquity,25/11/2014,1184575.151,-0.003015541
uKEquity,26/11/2014,1180352.801,-0.003564442
uKEquity,27/11/2014,1173232.11,-0.006032679
uKEquity,28/11/2014,1169177.85,-0.003455633
uKEquity,29/11/2014,1168519.65,-0.00056296
uKEquity,30/11/2014,1164218.37,-0.003680965
uKEquity,01/12/2014,1159780.33,-0.003812034
uKEquity,02/12/2014,1156344.131,-0.002962802
uKEquity,03/12/2014,1155152.69,-0.001030351
uKEquity,04/12/2014,1156221.3,0.000925081
uKEquity,05/12/2014,1156601.98,0.000329245
uKEquity,06/12/2014,1163775.4,0.006202151
uKEquity,07/12/2014,1165400.819,0.001396678
uKEquity,08/12/2014,1169637.96,0.003635779
uKEquity,09/12/2014,1173530.7,0.003328158
uKEquity,10/12/2014,1176986.11,0.002944456
uKEquity,11/12/2014,1173192.47,-0.003223182
uKEquity,12/12/2014,1170966.54,-0.001897327
uKEquity,13/12/2014,1162290.02,-0.007409708
uKEquity,14/12/2014,1153218.769,-0.007804636
uKEquity,15/12/2014,1147234.4,-0.005189276
uKEquity,16/12/2014,1141791.95,-0.004743974
uKEquity,17/12/2014,1141827.231,3.09E-05
uKEquity,18/12/2014,1146224.5,0.003851047
uKEquity,19/12/2014,1148116.4,0.001650549
uKEquity,20/12/2014,1151645.42,0.003073748
uKEquity,21/12/2014,1157585.54,0.005157942
uKEquity,22/12/2014,1163750.43,0.005325645
uKEquity,23/12/2014,1168509.62,0.004089528
uKEquity,24/12/2014,1172264.56,0.003213444
uKEquity,25/12/2014,1175286.8,0.002578121
uKEquity,26/12/2014,1175221.807,-5.53E-05
uKEquity,27/12/2014,1174065,-0.000984367
uKEquity,28/12/2014,1173555.3,-0.000434133
uKEquity,29/12/2014,1178174.19,0.003935809
uKEquity,30/12/2014,1184393.929,0.005279134
uKEquity,31/12/2014,1197930.32,0.011428959
uKEquity,01/01/2015,1208763.2,0.009042997
uKEquity,02/01/2015,1220327.19,0.009566795
uKEquity,03/01/2015,1225087.09,0.003900511
uKEquity,04/01/2015,1223814.3,-0.001038938
uKEquity,05/01/2015,1223499.83,-0.000256959
uKEquity,06/01/2015,1228081.52,0.003744741
uKEquity,07/01/2015,1232081.83,0.003257365
uKEquity,08/01/2015,1240491.66,0.006825707
uKEquity,09/01/2015,1248723.159,0.006635675
uKEquity,10/01/2015,1248439.53,-0.000227136
uKEquity,11/01/2015,1243596.15,-0.003879547
uKEquity,12/01/2015,1238155.54,-0.004374901
uKEquity,13/01/2015,1236049.9,-0.001700626
uKEquity,14/01/2015,1236170.909,9.79E-05
uKEquity,15/01/2015,1235584.409,-0.000474409
uKEquity,16/01/2015,1235295.499,-0.000233825
uKEquity,17/01/2015,1233224.3,-0.001676684
uKEquity,18/01/2015,1230454.38,-0.00224608
uKEquity,19/01/2015,1224871.911,-0.004536917
uKEquity,20/01/2015,1221206.65,-0.002992362
uKEquity,21/01/2015,1221325.351,9.72E-05
uKEquity,22/01/2015,1221746.39,0.000344716
uKEquity,23/01/2015,1218374.03,-0.002760278
uKEquity,24/01/2015,1219068.85,0.000570285
uKEquity,25/01/2015,1220041.25,0.000797658
uKEquity,26/01/2015,1217487.28,-0.002093347
uKEquity,27/01/2015,1220714.83,0.002650993
uKEquity,28/01/2015,1223076.39,0.001934571
uKEquity,29/01/2015,1224474.02,0.001142717
uKEquity,30/01/2015,1225337.139,0.00070489
uKEquity,31/01/2015,1224065.84,-0.00103751
uKEquity,01/02/2015,1222989.19,-0.000879569
uKEquity,02/02/2015,1223007.046,1.46E-05
uKEquity,03/02/2015,1227272.99,0.00348805
uKEquity,04/02/2015,1235570.419,0.006760867
uKEquity,05/02/2015,1250155.15,0.011804046
uKEquity,06/02/2015,1257482.221,0.005860929
uKEquity,07/02/2015,1265171.72,0.006114997
uKEquity,08/02/2015,1270476.9,0.004193249
uKEquity,09/02/2015,1276812.96,0.004987151
uKEquity,10/02/2015,1282208.75,0.004225983
uKEquity,11/02/2015,1292392.201,0.007942116
uKEquity,12/02/2015,1305285.5,0.009976306
uKEquity,13/02/2015,1311883.26,0.005054649
uKEquity,14/02/2015,1311292.52,-0.000450299
uKEquity,15/02/2015,1303345.53,-0.006060425
uKEquity,16/02/2015,1297364.36,-0.00458909
uKEquity,17/02/2015,1287740.98,-0.007417639
uKEquity,18/02/2015,1285004.709,-0.002124861
uKEquity,19/02/2015,1289434.76,0.003447497
uKEquity,20/02/2015,1297924.839,0.006584342
uKEquity,21/02/2015,1297634.52,-0.00022368
uKEquity,22/02/2015,1302499.559,0.00374916
uKEquity,23/02/2015,1309486.88,0.005364547
uKEquity,24/02/2015,1309261.451,-0.000172151
uKEquity,25/02/2015,1306050.389,-0.002452574
uKEquity,26/02/2015,1305098.58,-0.00072877
uKEquity,27/02/2015,1303508.99,-0.001217985
uKEquity,28/02/2015,1301689.96,-0.001395487
uKEquity,01/03/2015,1304669.96,0.002289332
uKEquity,02/03/2015,1308039.191,0.002582439
uKEquity,03/03/2015,1309818.05,0.001359944
uKEquity,04/03/2015,1304131.72,-0.004341313
uKEquity,05/03/2015,1299476.741,-0.003569409
uKEquity,06/03/2015,1292584.57,-0.005303804
uKEquity,07/03/2015,1284847.03,-0.0059861
uKEquity,08/03/2015,1278427.3,-0.004996494
uKEquity,09/03/2015,1277936.61,-0.000383823
uKEquity,10/03/2015,1273957.011,-0.003114082
uKEquity,11/03/2015,1275866.28,0.001498693
uKEquity,12/03/2015,1280618.631,0.003724803
uKEquity,13/03/2015,1283573.001,0.002306987
uKEquity,14/03/2015,1283293.14,-0.000218032
uKEquity,15/03/2015,1279301.511,-0.003110458
uKEquity,16/03/2015,1269383.259,-0.007752864
uKEquity,17/03/2015,1256977.051,-0.009773415
uKEquity,18/03/2015,1244826.96,-0.009666119
uKEquity,19/03/2015,1234930.54,-0.007950037
uKEquity,20/03/2015,1224498.63,-0.008447366
uKEquity,21/03/2015,1221310.91,-0.002603286
uKEquity,22/03/2015,1217153.01,-0.003404457
uKEquity,23/03/2015,1213791.85,-0.002761493
uKEquity,24/03/2015,1204799.06,-0.00740884
uKEquity,25/03/2015,1197831.07,-0.005783529
uKEquity,26/03/2015,1188541.4,-0.007755409
uKEquity,27/03/2015,1182827.5,-0.004807489
uKEquity,28/03/2015,1177138.9,-0.004809323
uKEquity,29/03/2015,1170959.26,-0.005249712
uKEquity,30/03/2015,1161204.48,-0.008330589
uKEquity,31/03/2015,1151392.79,-0.00844958
uKEquity,01/04/2015,1140781.26,-0.009216255
uKEquity,02/04/2015,1134621.28,-0.005399791
uKEquity,03/04/2015,1135380.64,0.000669263
uKEquity,04/04/2015,1137903.77,0.002222277
uKEquity,05/04/2015,1138265.92,0.000318261
uKEquity,06/04/2015,1141140.09,0.002525043
uKEquity,07/04/2015,1143395.8,0.001976716
uKEquity,08/04/2015,1140154.64,-0.002834679
uKEquity,09/04/2015,1143683.83,0.003095361
uKEquity,10/04/2015,1146149.67,0.00215605
uKEquity,11/04/2015,1148548.89,0.002093287
uKEquity,12/04/2015,1148384.299,-0.000143303
uKEquity,13/04/2015,1151663.26,0.002855281
uKEquity,14/04/2015,1150843.601,-0.000711718
uKEquity,15/04/2015,1146697.62,-0.003602557
uKEquity,16/04/2015,1138449.061,-0.007193317
uKEquity,17/04/2015,1136525.37,-0.001689746
uKEquity,18/04/2015,1130070.29,-0.005679662
uKEquity,19/04/2015,1120897.03,-0.008117424
uKEquity,20/04/2015,1117812.59,-0.00275176
uKEquity,21/04/2015,1121784.65,0.003553422
uKEquity,22/04/2015,1120833.27,-0.000848095
uKEquity,23/04/2015,1120431.82,-0.000358171
uKEquity,24/04/2015,1126610.6,0.005514642
uKEquity,25/04/2015,1129405.59,0.002480884
uKEquity,26/04/2015,1130673.89,0.00112298
uKEquity,27/04/2015,1130211.56,-0.000408898
uKEquity,28/04/2015,1132404.68,0.001940451
uKEquity,29/04/2015,1134068.13,0.001468954
uKEquity,30/04/2015,1139367.7,0.004673061
uKEquity,01/05/2015,1146432.261,0.006200422
uKEquity,02/05/2015,1157119.26,0.009321964
uKEquity,03/05/2015,1165487.69,0.007232124
uKEquity,04/05/2015,1172080.92,0.005657057
uKEquity,05/05/2015,1176185.03,0.003501559
uKEquity,06/05/2015,1179654.93,0.002950131
uKEquity,07/05/2015,1184047.52,0.003723623
uKEquity,08/05/2015,1191660.06,0.006429252
uKEquity,09/05/2015,1194029.19,0.001988092
uKEquity,10/05/2015,1193142.88,-0.000742285
uKEquity,11/05/2015,1191907.03,-0.001035794
uKEquity,12/05/2015,1188269,-0.003052277
uKEquity,13/05/2015,1180872.189,-0.006224862
uKEquity,14/05/2015,1180085.23,-0.000666423
uKEquity,15/05/2015,1183991.88,0.003310481
uKEquity,16/05/2015,1182981.47,-0.000853393
uKEquity,17/05/2015,1186783.669,0.003214082
uKEquity,18/05/2015,1195054.81,0.006969375
uKEquity,19/05/2015,1197039.87,0.001661062
uKEquity,20/05/2015,1198579.22,0.001285964
uKEquity,21/05/2015,1198407.209,-0.000143512
uKEquity,22/05/2015,1197336.06,-0.000893811
uKEquity,23/05/2015,1198565.19,0.001026554
uKEquity,24/05/2015,1207204.64,0.00720816
uKEquity,25/05/2015,1218754.47,0.009567417
uKEquity,26/05/2015,1234831.54,0.013191394
uKEquity,27/05/2015,1246947.631,0.009811938
uKEquity,28/05/2015,1260576.11,0.010929473
uKEquity,29/05/2015,1269700.44,0.007238222
uKEquity,30/05/2015,1280286.82,0.008337699
uKEquity,31/05/2015,1291631.68,0.008861186
uKEquity,01/06/2015,1305154.67,0.010469695
uKEquity,02/06/2015,1315441.13,0.007881411
uKEquity,03/06/2015,1330199.56,0.011219377
uKEquity,04/06/2015,1338729.59,0.006412594
uKEquity,05/06/2015,1339796.46,0.000796927
uKEquity,06/06/2015,1338921.77,-0.000652853
uKEquity,07/06/2015,1335462.159,-0.002583878
uKEquity,08/06/2015,1330981.34,-0.003355258
uKEquity,09/06/2015,1331589.68,0.000457061
uKEquity,10/06/2015,1334229.3,0.001982307
uKEquity,11/06/2015,1333929.46,-0.000224729
uKEquity,12/06/2015,1330430.41,-0.002623115
uKEquity,13/06/2015,1323854.67,-0.004942566
uKEquity,14/06/2015,1314928.32,-0.006742696
uKEquity,15/06/2015,1312465.65,-0.001872855
uKEquity,16/06/2015,1311683.67,-0.00059581
uKEquity,17/06/2015,1315227.75,0.002701932
uKEquity,18/06/2015,1315134.5,-7.09E-05
uKEquity,19/06/2015,1317448.59,0.001759569
uKEquity,20/06/2015,1312371.09,-0.00385404
uKEquity,21/06/2015,1313113.07,0.000565374
uKEquity,22/06/2015,1312763.809,-0.000265979
uKEquity,23/06/2015,1318053.359,0.004029323
uKEquity,24/06/2015,1324803.87,0.005121576
uKEquity,25/06/2015,1333952.18,0.006905407
uKEquity,26/06/2015,1338805.71,0.003638459
uKEquity,27/06/2015,1347428.34,0.006440539
uKEquity,28/06/2015,1350876.11,0.002558778
uKEquity,29/06/2015,1352582.61,0.001263254
uKEquity,30/06/2015,1353037.36,0.000336209
uKEquity,01/07/2015,1358355.519,0.003930534
uKEquity,02/07/2015,1365072.75,0.004945119
